================================================================================
1. SUMMARY TABLE - Key columns
================================================================================
            date  starting_capital      sold    bought  remaining  portfolio_value  gain_percentage
752   2023-11-28           4143.52      0.00      0.00    4143.52          7503.02           -92.50
753   2023-11-29           4143.52      0.00      0.00    4143.52          7509.52           -92.49
754   2023-11-30           4143.52      0.00      0.00    4143.52          7523.77           -92.48
755   2023-12-01           4143.52      0.00      0.00    4143.52          7509.92           -92.49
756   2023-12-04           4143.52   2326.15    585.00    5884.67          7518.07           -92.48
757   2023-12-05           5884.67    345.28      0.00    6229.95          7511.95           -92.49
758   2023-12-06           6229.95    393.30      0.00    6623.25          7494.95           -92.51
759   2023-12-07           6623.25      0.00      0.00    6623.25          7501.30           -92.50
760   2023-12-08           6623.25      0.00      0.00    6623.25          7497.70           -92.50
761   2023-12-11           6623.25      0.00   2282.40    4340.85          7509.80           -92.49
762   2023-12-12           4340.85      0.00      0.00    4340.85          7549.20           -92.45
763   2023-12-13           4340.85      0.00      0.00    4340.85          7592.65           -92.41
764   2023-12-14           4340.85      0.00      0.00    4340.85          7603.85           -92.40
765   2023-12-15           4340.85      0.00      0.00    4340.85          7633.90           -92.37
766   2023-12-18           4340.85    848.75    943.20    4246.40          7722.55           -92.28
767   2023-12-19           4246.40      0.00      0.00    4246.40          7680.70           -92.32
768   2023-12-20           4246.40    530.80      0.00    4777.20          7485.40           -92.51
769   2023-12-21           4777.20    410.74      0.00    5187.94          7539.64           -92.46
770   2023-12-22           5187.94      0.00      0.00    5187.94          7572.59           -92.43
771   2023-12-25           5187.94    421.00    524.50    5084.44          7568.94           -92.43
772   2023-12-26           5084.44      0.00      0.00    5084.44          7535.39           -92.46
773   2023-12-27           5084.44    403.25      0.00    5487.69          7501.84           -92.50
774   2023-12-28           5487.69      0.00      0.00    5487.69          7519.79           -92.48
775   2023-12-29           5487.69      0.00      0.00    5487.69          7572.69           -92.43
776   2024-01-01           5487.69    612.00    741.75    5357.94          7355.69           -92.64
777   2024-01-02           5357.94      0.00      0.00    5357.94          7351.04           -92.65
778   2024-01-03           5357.94    229.16      0.00    5587.10          7403.82           -92.60
779   2024-01-04           5587.10      0.00      0.00    5587.10          7445.38           -92.55
780   2024-01-05           5587.10      0.00      0.00    5587.10          7430.98           -92.57
781   2024-01-08           5587.10   1092.40    793.96    5885.54          7389.43           -92.61
782   2024-01-09           5885.54    293.78      0.00    6179.32          7392.47           -92.61
783   2024-01-10           6179.32      0.00      0.00    6179.32          7405.80           -92.59
784   2024-01-11           6179.32      0.00      0.00    6179.32          7440.60           -92.56
785   2024-01-12           6179.32      0.00      0.00    6179.32          7466.43           -92.53
786   2024-01-15           6179.32   1083.84   2293.20    4969.96          7399.50           -92.60
787   2024-01-16           4969.96    775.36      0.00    5745.32          6786.09           -93.21
788   2024-01-17           5745.32      0.00      0.00    5745.32          6766.48           -93.23
789   2024-01-18           5745.32    539.26      0.00    6284.58          6751.70           -93.25
790   2024-01-19           6284.58      0.00      0.00    6284.58          6757.33           -93.24
791   2024-01-22           6284.58    591.43   2696.60    4179.41          6709.89           -93.29
792   2024-01-23           4179.41    292.63      0.00    4472.04          5995.98           -94.00
793   2024-01-24           4472.04    672.99      0.00    5145.03          6026.41           -93.97
794   2024-01-25           5145.03      0.00      0.00    5145.03          6065.17           -93.93
795   2024-01-26           5145.03      0.00      0.00    5145.03          6065.17           -93.93
796   2024-01-29           5145.03    375.00   1156.10    4363.93          5930.90           -94.07
797   2024-01-30           4363.93      0.00      0.00    4363.93          5935.38           -94.06
798   2024-01-31           4363.93      0.00      0.00    4363.93          5946.77           -94.05
799   2024-02-01           4363.93      0.00      0.00    4363.93          5984.84           -94.02
800   2024-02-02           4363.93      0.00      0.00    4363.93          6131.02           -93.87
801   2024-02-05           4363.93   1484.84   1261.60    4587.17          5490.32           -94.51
802   2024-02-06           4587.17      0.00      0.00    4587.17          5502.37           -94.50
803   2024-02-07           4587.17      0.00      0.00    4587.17          5511.62           -94.49
804   2024-02-08           4587.17      0.00      0.00    4587.17          5516.32           -94.48
805   2024-02-09           4587.17      0.00      0.00    4587.17          5480.32           -94.52
806   2024-02-12           4587.17   1086.57   1488.49    4185.25          5369.31           -94.63
807   2024-02-13           4185.25      0.00      0.00    4185.25          5078.36           -94.92
808   2024-02-14           4185.25      0.00      0.00    4185.25          5160.09           -94.84
809   2024-02-15           4185.25      0.00      0.00    4185.25          5210.37           -94.79
810   2024-02-16           4185.25      0.00      0.00    4185.25          5217.55           -94.78
811   2024-02-19           4185.25    694.50    132.95    4746.80          5221.01           -94.78
812   2024-02-20           4746.80      0.00      0.00    4746.80          5228.87           -94.77
813   2024-02-21           4746.80      0.00      0.00    4746.80          5213.08           -94.79
814   2024-02-22           4746.80      0.00      0.00    4746.80          5213.52           -94.79
815   2024-02-23           4746.80      0.00      0.00    4746.80          5205.22           -94.79
816   2024-02-26           4746.80      0.00    546.69    4200.11          5205.64           -94.79
817   2024-02-27           4200.11      0.00      0.00    4200.11          5223.70           -94.78
818   2024-02-28           4200.11    310.74      0.00    4510.85          5191.15           -94.81
819   2024-02-29           4510.85      0.00      0.00    4510.85          5164.67           -94.84
820   2024-03-01           4510.85    465.51      0.00    4976.36          5148.36           -94.85
821   2024-03-04           4976.36      0.00    924.85    4051.51          5129.14           -94.87
822   2024-03-05           4051.51      0.00      0.00    4051.51          5166.57           -94.83
823   2024-03-06           4051.51      0.00      0.00    4051.51          5209.01           -94.79
824   2024-03-07           4051.51      0.00      0.00    4051.51          5232.35           -94.77
825   2024-03-08           4051.51      0.00      0.00    4051.51          5232.35           -94.77
826   2024-03-11           4051.51    710.15   1363.65    3398.01          5227.46           -94.77
827   2024-03-12           3398.01    356.41      0.00    3754.42          5182.00           -94.82
828   2024-03-13           3754.42    288.84      0.00    4043.26          5156.64           -94.84
829   2024-03-14           4043.26      0.00      0.00    4043.26          5152.84           -94.85
830   2024-03-15           4043.26    916.92      0.00    4960.18          5143.24           -94.86
831   2024-03-18           4960.18      0.00   1853.10    3107.08          5161.18           -94.84
832   2024-03-19           3107.08      0.00      0.00    3107.08          5200.80           -94.80
833   2024-03-20           3107.08      0.00      0.00    3107.08          5242.30           -94.76
834   2024-03-21           3107.08      0.00      0.00    3107.08          5267.16           -94.73
835   2024-03-22           3107.08      0.00      0.00    3107.08          5279.58           -94.72
836   2024-03-25           3107.08   1632.00   1418.40    3320.68          5333.98           -94.67
837   2024-03-26           3320.68      0.00      0.00    3320.68          5306.33           -94.69
838   2024-03-27           3320.68      0.00      0.00    3320.68          5300.54           -94.70
839   2024-03-28           3320.68    389.78      0.00    3710.46          5324.36           -94.68
840   2024-03-29           3710.46      0.00      0.00    3710.46          5324.36           -94.68
841   2024-04-01           3710.46   1439.60    252.80    4897.26          5291.01           -94.71
842   2024-04-02           4897.26      0.00      0.00    4897.26          5306.81           -94.69
843   2024-04-03           4897.26      0.00      0.00    4897.26          5318.06           -94.68
844   2024-04-04           4897.26      0.00      0.00    4897.26          5316.51           -94.68
845   2024-04-05           4897.26      0.00      0.00    4897.26          5308.06           -94.69
846   2024-04-08           4897.26      0.00    242.00    4655.26          5310.76           -94.69
847   2024-04-09           4655.26      0.00      0.00    4655.26          5313.61           -94.69
848   2024-04-10           4655.26      0.00      0.00    4655.26          5333.16           -94.67
849   2024-04-11           4655.26      0.00      0.00    4655.26          5333.16           -94.67
850   2024-04-12           4655.26      0.00      0.00    4655.26          5338.91           -94.66
851   2024-04-15           4655.26    407.20   1203.70    3858.76          5054.16           -94.95
852   2024-04-16           3858.76      0.00      0.00    3858.76          5072.96           -94.93
853   2024-04-17           3858.76      0.00      0.00    3858.76          5072.96           -94.93
854   2024-04-18           3858.76      0.00      0.00    3858.76          5077.71           -94.92
855   2024-04-19           3858.76      0.00      0.00    3858.76          5092.91           -94.91
856   2024-04-22           3858.76    757.50    298.20    4318.06          5132.96           -94.87
857   2024-04-23           4318.06      0.00      0.00    4318.06          5141.46           -94.86
858   2024-04-24           4318.06      0.00      0.00    4318.06          5172.81           -94.83
859   2024-04-25           4318.06      0.00      0.00    4318.06          5183.81           -94.82
860   2024-04-26           4318.06      0.00      0.00    4318.06          5193.96           -94.81
861   2024-04-29           4318.06    367.80    406.80    4279.06          5165.16           -94.83
862   2024-04-30           4279.06      0.00      0.00    4279.06          5171.96           -94.83
863   2024-05-01           4279.06      0.00      0.00    4279.06          5171.96           -94.83
864   2024-05-02           4279.06      0.00      0.00    4279.06          5178.16           -94.82
865   2024-05-03           4279.06      0.00      0.00    4279.06          5177.96           -94.82
866   2024-05-06           4279.06    222.10    114.40    4386.76          5199.16           -94.80
867   2024-05-07           4386.76      0.00      0.00    4386.76          5191.46           -94.81
868   2024-05-08           4386.76      0.00      0.00    4386.76          5172.56           -94.83
869   2024-05-09           4386.76      0.00      0.00    4386.76          5166.66           -94.83
870   2024-05-10           4386.76    250.36      0.00    4637.12          5163.62           -94.84
871   2024-05-13           4637.12      0.00   1271.80    3365.32          5182.67           -94.82
872   2024-05-14           3365.32      0.00      0.00    3365.32          5229.12           -94.77
873   2024-05-15           3365.32      0.00      0.00    3365.32          5265.42           -94.73
874   2024-05-16           3365.32      0.00      0.00    3365.32          5264.72           -94.74
875   2024-05-17           3365.32      0.00      0.00    3365.32          5334.32           -94.67
876   2024-05-20           3365.32   1906.85    621.20    4650.97          5351.92           -94.65
877   2024-05-21           4650.97    213.56      0.00    4864.53          5337.98           -94.66
878   2024-05-22           4864.53      0.00      0.00    4864.53          5308.58           -94.69
879   2024-05-23           4864.53      0.00      0.00    4864.53          5308.23           -94.69
880   2024-05-24           4864.53    343.04      0.00    5207.57          5298.87           -94.70
881   2024-05-27           5207.57      0.00    197.70    5009.87          5298.02           -94.70
882   2024-05-28           5009.87      0.00      0.00    5009.87          5296.37           -94.70
883   2024-05-29           5009.87      0.00      0.00    5009.87          5296.72           -94.70
884   2024-05-30           5009.87      0.00      0.00    5009.87          5294.92           -94.71
885   2024-05-31           5009.87      0.00      0.00    5009.87          5291.62           -94.71
886   2024-06-03           5009.87      0.00    277.00    4732.87          5286.82           -94.71
887   2024-06-10           4732.87    585.85    156.60    5162.12          5316.07           -94.68
888   2024-06-11           5162.12      0.00      0.00    5162.12          5314.67           -94.69
889   2024-06-12           5162.12      0.00      0.00    5162.12          5314.57           -94.69
890   2024-06-13           5162.12      0.00      0.00    5162.12          5312.87           -94.69
891   2024-06-14           5162.12      0.00      0.00    5162.12          5311.47           -94.69
892   2024-06-17           5162.12      0.00    558.38    4603.74          5301.50           -94.70
893   2024-06-18           4603.74      0.00      0.00    4603.74          5295.85           -94.70
894   2024-06-19           4603.74      0.00      0.00    4603.74          5293.24           -94.71
895   2024-06-20           4603.74      0.00      0.00    4603.74          5298.39           -94.70
896   2024-06-21           4603.74      0.00      0.00    4603.74          5301.66           -94.70
897   2024-06-24           4603.74    145.60    987.53    3761.81          5319.29           -94.68
898   2024-06-25           3761.81      0.00      0.00    3761.81          5330.34           -94.67
899   2024-06-26           3761.81      0.00      0.00    3761.81          5314.75           -94.69
900   2024-06-27           3761.81      0.00      0.00    3761.81          5288.45           -94.71
901   2024-06-28           3761.81      0.00      0.00    3761.81          5280.66           -94.72
902   2024-07-01           3761.81      0.00      0.00    3761.81          5324.17           -94.68
903   2024-07-02           3761.81      0.00      0.00    3761.81          5372.82           -94.63
904   2024-07-03           3761.81      0.00      0.00    3761.81          5412.03           -94.59
905   2024-07-04           3761.81      0.00      0.00    3761.81          5408.33           -94.59
906   2024-07-05           3761.81      0.00      0.00    3761.81          5397.20           -94.60
907   2024-07-08           3761.81   1298.75    147.65    4912.91          5398.27           -94.60
908   2024-07-09           4912.91    331.97      0.00    5244.88          5392.99           -94.61
909   2024-07-10           5244.88      0.00      0.00    5244.88          5390.41           -94.61
910   2024-07-11           5244.88      0.00      0.00    5244.88          5388.07           -94.61
911   2024-07-12           5244.88      0.00      0.00    5244.88          5379.86           -94.62
912   2024-07-15           5244.88      0.00    785.60    4459.28          5349.87           -94.65
913   2024-07-16           4459.28    403.64      0.00    4862.92          5317.41           -94.68
914   2024-07-17           4862.92      0.00      0.00    4862.92          5317.41           -94.68
915   2024-07-22           4862.92    442.30   1389.84    3915.38          5310.44           -94.69
916   2024-07-23           3915.38    371.74      0.00    4287.12          5284.52           -94.72
917   2024-07-24           4287.12      0.00      0.00    4287.12          5284.72           -94.72
918   2024-07-25           4287.12      0.00      0.00    4287.12          5283.97           -94.72
919   2024-07-26           4287.12      0.00      0.00    4287.12          5308.97           -94.69
920   2024-07-29           4287.12    350.70    410.41    4227.41          5305.87           -94.69
921   2024-07-30           4227.41    289.72      0.00    4517.13          5333.27           -94.67
922   2024-07-31           4517.13      0.00      0.00    4517.13          5329.37           -94.67
923   2024-08-01           4517.13      0.00      0.00    4517.13          5347.38           -94.65
924   2024-08-02           4517.13      0.00      0.00    4517.13          5370.33           -94.63
925   2024-08-05           4517.13    593.20   1176.80    3933.53          5374.51           -94.63
926   2024-08-06           3933.53      0.00      0.00    3933.53          5357.87           -94.64
927   2024-08-07           3933.53      0.00      0.00    3933.53          5361.47           -94.64
928   2024-08-08           3933.53    595.92      0.00    4529.45          5349.53           -94.65
929   2024-08-09           4529.45      0.00      0.00    4529.45          5324.65           -94.68
930   2024-08-12           4529.45      0.00    985.23    3544.22          5328.65           -94.67
931   2024-08-13           3544.22      0.00      0.00    3544.22          5266.82           -94.73
932   2024-08-14           3544.22      0.00      0.00    3544.22          5324.46           -94.68
933   2024-08-15           3544.22      0.00      0.00    3544.22          5324.46           -94.68
934   2024-08-16           3544.22      0.00      0.00    3544.22          5335.60           -94.66
935   2024-08-19           3544.22    221.50      0.00    3765.72          5378.36           -94.62
936   2024-08-20           3765.72      0.00      0.00    3765.72          5379.54           -94.62
937   2024-08-21           3765.72      0.00      0.00    3765.72          5405.90           -94.59
938   2024-08-22           3765.72      0.00      0.00    3765.72          5434.07           -94.57
939   2024-08-23           3765.72      0.00      0.00    3765.72          5498.24           -94.50
940   2024-08-26           3765.72    932.99    649.05    4049.66          5510.04           -94.49
941   2024-08-27           4049.66      0.00      0.00    4049.66          5520.39           -94.48
942   2024-08-28           4049.66      0.00      0.00    4049.66          5567.99           -94.43
943   2024-08-29           4049.66      0.00      0.00    4049.66          5534.93           -94.47
944   2024-08-30           4049.66      0.00      0.00    4049.66          5534.60           -94.47
945   2024-09-02           4049.66    498.80      0.00    4548.46          5526.39           -94.47
946   2024-09-03           4548.46      0.00      0.00    4548.46          5530.21           -94.47
947   2024-09-04           4548.46      0.00      0.00    4548.46          5563.15           -94.44
948   2024-09-05           4548.46      0.00      0.00    4548.46          5582.93           -94.42
949   2024-09-06           4548.46      0.00      0.00    4548.46          5580.67           -94.42
950   2024-09-09           4548.46    678.10    321.65    4904.91          5575.73           -94.42
951   2024-09-10           4904.91      0.00      0.00    4904.91          5579.90           -94.42
952   2024-09-11           4904.91      0.00      0.00    4904.91          5574.16           -94.43
953   2024-09-12           4904.91      0.00      0.00    4904.91          5574.79           -94.43
954   2024-09-13           4904.91      0.00      0.00    4904.91          5612.94           -94.39
955   2024-09-16           4904.91    594.55   1389.57    4109.89          5590.51           -94.41
956   2024-09-17           4109.89      0.00      0.00    4109.89          5342.33           -94.66
957   2024-09-18           4109.89      0.00      0.00    4109.89          5324.98           -94.68
958   2024-09-19           4109.89    404.29      0.00    4514.18          5313.18           -94.69
959   2024-09-20           4514.18      0.00      0.00    4514.18          5313.18           -94.69
960   2024-09-23           4514.18    609.00    900.80    4222.38          5334.33           -94.67
961   2024-09-24           4222.38      0.00      0.00    4222.38          5345.32           -94.65
962   2024-09-25           4222.38      0.00      0.00    4222.38          5348.96           -94.65
963   2024-09-26           4222.38      0.00      0.00    4222.38          5356.66           -94.64
964   2024-09-27           4222.38    393.62      0.00    4616.00          5369.71           -94.63
965   2024-09-30           4616.00    531.27    765.58    4381.69          5391.63           -94.61
966   2024-10-01           4381.69      0.00      0.00    4381.69          5406.16           -94.59
967   2024-10-02           4381.69      0.00      0.00    4381.69          5406.16           -94.59
968   2024-10-03           4381.69      0.00      0.00    4381.69          5407.95           -94.59
969   2024-10-04           4381.69    299.17      0.00    4680.86          5396.59           -94.60
970   2024-10-07           4680.86   1570.04   2326.50    3924.40          5335.90           -94.66
971   2024-10-14           3924.40   1286.19    499.00    4711.59          5223.79           -94.78
972   2024-10-15           4711.59      0.00      0.00    4711.59          5223.24           -94.78
973   2024-10-16           4711.59      0.00      0.00    4711.59          5218.84           -94.78
974   2024-10-17           4711.59      0.00      0.00    4711.59          5210.04           -94.79
975   2024-10-18           4711.59      0.00      0.00    4711.59          5218.19           -94.78
976   2024-10-21           4711.59      0.00    371.70    4339.89          5190.00           -94.81
977   2024-10-22           4339.89    635.12      0.00    4975.01          5149.11           -94.85
978   2024-10-23           4975.01      0.00      0.00    4975.01          5150.80           -94.85
979   2024-10-24           4975.01      0.00      0.00    4975.01          5143.53           -94.86
980   2024-10-25           4975.01      0.00      0.00    4975.01          5143.56           -94.86
981   2024-10-28           4975.01      0.00      0.00    4975.01          5145.65           -94.85
982   2024-11-04           4975.01    182.25   1029.10    4128.16          5178.56           -94.82
983   2024-11-05           4128.16      0.00      0.00    4128.16          5201.91           -94.80
984   2024-11-06           4128.16      0.00      0.00    4128.16          5237.16           -94.76
985   2024-11-07           4128.16      0.00      0.00    4128.16          5270.06           -94.73
986   2024-11-08           4128.16      0.00      0.00    4128.16          5247.11           -94.75
987   2024-11-11           4128.16    718.30    481.95    4364.51          5243.23           -94.76
988   2024-11-12           4364.51    252.49      0.00    4617.00          5213.46           -94.79
989   2024-11-13           4617.00    182.72      0.00    4799.72          5192.32           -94.81
990   2024-11-14           4799.72      0.00      0.00    4799.72          5177.92           -94.82
991   2024-11-15           4799.72      0.00      0.00    4799.72          5177.92           -94.82
992   2024-11-18           4799.72    361.37   1139.90    4021.19          5170.84           -94.83
993   2024-11-19           4021.19      0.00      0.00    4021.19          5132.19           -94.87
994   2024-11-20           4021.19      0.00      0.00    4021.19          5132.19           -94.87
995   2024-11-21           4021.19    147.56      0.00    4168.75          5146.45           -94.85
996   2024-11-22           4168.75      0.00      0.00    4168.75          5157.05           -94.84
997   2024-11-25           4168.75    224.85    164.90    4228.70          5218.45           -94.78
998   2024-11-26           4228.70      0.00      0.00    4228.70          5224.00           -94.78
999   2024-11-27           4228.70      0.00      0.00    4228.70          5215.10           -94.78
1000  2024-11-28           4228.70      0.00      0.00    4228.70          5220.70           -94.78
1001  2024-11-29           4228.70      0.00      0.00    4228.70          5229.30           -94.77
1002  2024-12-02           4228.70    452.10    807.95    3872.85          5254.15           -94.75
1003  2024-12-03           3872.85      0.00      0.00    3872.85          5313.90           -94.69
1004  2024-12-04           3872.85      0.00      0.00    3872.85          5340.80           -94.66
1005  2024-12-05           3872.85      0.00      0.00    3872.85          5381.65           -94.62
1006  2024-12-06           3872.85      0.00      0.00    3872.85          5427.30           -94.57
1007  2024-12-09           3872.85   1581.00    628.95    4824.90          5459.35           -94.54
1008  2024-12-10           4824.90      0.00      0.00    4824.90          5464.40           -94.54
1009  2024-12-11           4824.90      0.00      0.00    4824.90          5501.60           -94.50
1010  2024-12-12           4824.90    204.70      0.00    5029.60          5487.00           -94.51
1011  2024-12-13           5029.60      0.00      0.00    5029.60          5477.10           -94.52
1012  2024-12-16           5029.60    445.00    965.75    4508.85          5513.66           -94.49
1013  2024-12-17           4508.85      0.00      0.00    4508.85          5487.75           -94.51
1014  2024-12-18           4508.85      0.00      0.00    4508.85          5495.78           -94.50
1015  2024-12-19           4508.85      0.00      0.00    4508.85          5536.52           -94.46
1016  2024-12-20           4508.85      0.00      0.00    4508.85          5500.58           -94.50
1017  2024-12-23           4508.85    274.88      0.00    4783.73          5503.29           -94.50
1018  2024-12-24           4783.73      0.00      0.00    4783.73          5498.35           -94.50
1019  2024-12-25           4783.73      0.00      0.00    4783.73          5498.35           -94.50
1020  2024-12-26           4783.73    260.90      0.00    5044.63          5499.83           -94.50
1021  2024-12-27           5044.63      0.00      0.00    5044.63          5499.08           -94.50
1022  2024-12-30           5044.63      0.00    510.90    4533.73          5517.25           -94.48
1023  2024-12-31           4533.73      0.00      0.00    4533.73          5532.25           -94.47
1024  2025-01-01           4533.73      0.00      0.00    4533.73          5546.64           -94.45
1025  2025-01-02           4533.73      0.00      0.00    4533.73          5583.05           -94.42
1026  2025-01-03           4533.73      0.00      0.00    4533.73          5630.44           -94.37
1027  2025-01-06           4533.73   1099.10    942.75    4690.08          5632.88           -94.37
1028  2025-01-07           4690.08      0.00      0.00    4690.08          5660.93           -94.34
1029  2025-01-08           4690.08      0.00      0.00    4690.08          5696.53           -94.30
1030  2025-01-09           4690.08      0.00      0.00    4690.08          5715.28           -94.28
1031  2025-01-10           4690.08      0.00      0.00    4690.08          5738.23           -94.26
1032  2025-01-13           4690.08    693.60   1253.76    4129.92          5220.87           -94.78
1033  2025-01-14           4129.92      0.00      0.00    4129.92          5247.28           -94.75
1034  2025-01-15           4129.92      0.00      0.00    4129.92          5221.72           -94.78
1035  2025-01-16           4129.92      0.00      0.00    4129.92          5218.26           -94.78
1036  2025-01-17           4129.92      0.00      0.00    4129.92          5221.03           -94.78
1037  2025-01-20           4129.92    334.80    982.35    3482.37          5263.01           -94.74
1038  2025-01-21           3482.37    105.34      0.00    3587.71          5242.04           -94.76
1039  2025-01-22           3587.71      0.00      0.00    3587.71          5246.00           -94.75
1040  2025-01-23           3587.71      0.00      0.00    3587.71          5249.49           -94.75
1041  2025-01-24           3587.71      0.00      0.00    3587.71          5217.54           -94.78
1042  2025-01-27           3587.71   1917.53   2559.40    2945.84          5119.77           -94.88
1043  2025-01-28           2945.84    558.12      0.00    3503.96          3929.43           -96.07
1044  2025-01-29           3503.96      0.00      0.00    3503.96          3933.98           -96.07
1045  2025-01-30           3503.96      0.00      0.00    3503.96          3931.43           -96.07
1046  2025-01-31           3503.96      0.00      0.00    3503.96          3929.58           -96.07
1047  2025-02-03           3503.96      0.00    843.50    2660.46          3909.16           -96.09
1048  2025-02-04           2660.46      0.00      0.00    2660.46          3926.76           -96.07
1049  2025-02-05           2660.46      0.00      0.00    2660.46          3938.76           -96.06
1050  2025-02-06           2660.46      0.00      0.00    2660.46          3941.56           -96.06
1051  2025-02-07           2660.46      0.00      0.00    2660.46          3945.86           -96.05
1052  2025-02-10           2660.46    666.20    372.00    2954.66          3966.21           -96.03
1053  2025-02-11           2954.66      0.00      0.00    2954.66          3976.21           -96.02
1054  2025-02-12           2954.66    187.66      0.00    3142.32          3996.12           -96.00
1055  2025-02-13           3142.32      0.00      0.00    3142.32          4000.92           -96.00
1056  2025-02-14           3142.32      0.00      0.00    3142.32          4014.42           -95.99
1057  2025-02-17           3142.32    883.05   1219.35    2806.02          3541.08           -96.46
1058  2025-02-18           2806.02      0.00      0.00    2806.02          3532.27           -96.47
1059  2025-02-19           2806.02      0.00      0.00    2806.02          3562.28           -96.44
1060  2025-02-20           2806.02      0.00      0.00    2806.02          3573.88           -96.43
1061  2025-02-21           2806.02      0.00      0.00    2806.02          3575.93           -96.42
1062  2025-02-24           2806.02    520.95    498.80    2828.17          3239.43           -96.76
1063  2025-02-25           2828.17      0.00      0.00    2828.17          3232.18           -96.77
1064  2025-02-26           2828.17      0.00      0.00    2828.17          3232.18           -96.77
1065  2025-02-27           2828.17      0.00      0.00    2828.17          3226.58           -96.77
1066  2025-02-28           2828.17    224.63      0.00    3052.80          3195.61           -96.80
1067  2025-03-03           3052.80      0.00    738.05    2314.75          3193.17           -96.81
1068  2025-03-04           2314.75      0.00      0.00    2314.75          3212.41           -96.79
1069  2025-03-05           2314.75      0.00      0.00    2314.75          3237.06           -96.76
1070  2025-03-06           2314.75      0.00      0.00    2314.75          3255.80           -96.74
1071  2025-03-07           2314.75      0.00      0.00    2314.75          3272.62           -96.73
1072  2025-03-10           2314.75    895.84    788.95    2421.64          2810.47           -97.19
1073  2025-03-11           2421.64      0.00      0.00    2421.64          2804.17           -97.20
1074  2025-03-12           2421.64     66.76      0.00    2488.40          2791.82           -97.21
1075  2025-03-13           2488.40      0.00      0.00    2488.40          2787.27           -97.21
1076  2025-03-14           2488.40      0.00      0.00    2488.40          2787.27           -97.21
1077  2025-03-17           2488.40      0.00      0.00    2488.40          2773.10           -97.23
1078  2025-03-24           2488.40    978.66   1510.36    1956.70          2758.91           -97.24
1079  2025-03-25           1956.70      0.00      0.00    1956.70          2048.75           -97.95
1080  2025-03-26           1956.70      0.00      0.00    1956.70          2047.92           -97.95
1081  2025-03-27           1956.70      0.00      0.00    1956.70          2049.18           -97.95
1082  2025-03-28           1956.70      0.00      0.00    1956.70          2050.01           -97.95
1083  2025-03-31           1956.70      0.00    140.10    1816.60          2055.41           -97.94
1084  2025-04-01           1816.60      0.00      0.00    1816.60          2057.48           -97.94
1085  2025-04-02           1816.60      0.00      0.00    1816.60          2061.34           -97.94
1086  2025-04-03           1816.60      0.00      0.00    1816.60          2068.42           -97.93
1087  2025-04-04           1816.60      0.00      0.00    1816.60          2079.16           -97.92
1088  2025-04-07           1816.60    117.47    307.64    1626.43          1982.93           -98.02
1089  2025-04-08           1626.43      0.00      0.00    1626.43          2002.08           -98.00
1090  2025-04-09           1626.43      0.00      0.00    1626.43          2001.54           -98.00
1091  2025-04-10           1626.43      0.00      0.00    1626.43          2001.54           -98.00
1092  2025-04-11           1626.43      0.00      0.00    1626.43          2008.89           -97.99
1093  2025-04-14           1626.43    389.00    174.00    1841.43          2012.87           -97.99
1094  2025-04-15           1841.43      0.00      0.00    1841.43          2013.49           -97.99
1095  2025-04-16           1841.43      0.00      0.00    1841.43          2012.71           -97.99
1096  2025-04-17           1841.43      0.00      0.00    1841.43          2014.49           -97.99
1097  2025-04-18           1841.43      0.00      0.00    1841.43          2014.49           -97.99
1098  2025-04-21           1841.43      0.00     84.95    1756.48          2015.59           -97.98
1099  2025-04-22           1756.48      0.00      0.00    1756.48          2017.83           -97.98
1100  2025-04-23           1756.48      0.00      0.00    1756.48          2014.19           -97.99
1101  2025-04-24           1756.48      0.00      0.00    1756.48          2016.96           -97.98
1102  2025-04-25           1756.48     76.59      0.00    1833.07          2004.07           -98.00
1103  2025-04-28           1833.07      0.00    162.70    1670.37          2014.37           -97.99
1104  2025-04-29           1670.37      0.00      0.00    1670.37          2017.00           -97.98
1105  2025-04-30           1670.37      0.00      0.00    1670.37          2008.92           -97.99
1106  2025-05-01           1670.37      0.00      0.00    1670.37          2008.92           -97.99
1107  2025-05-02           1670.37      0.00      0.00    1670.37          2010.98           -97.99
1108  2025-05-05           1670.37      0.00      0.00    1670.37          2013.57           -97.99
1109  2025-05-06           1670.37      0.00      0.00    1670.37          2007.47           -97.99
1110  2025-05-07           1670.37      0.00      0.00    1670.37          2012.67           -97.99
1111  2025-05-08           1670.37      0.00      0.00    1670.37          2003.54           -98.00
1112  2025-05-09           1670.37    162.96      0.00    1833.33          1994.86           -98.01
1113  2025-05-12           1833.33      0.00      0.00    1833.33          2004.53           -98.00
1114  2025-05-13           1833.33      0.00      0.00    1833.33          2004.78           -98.00
1115  2025-05-14           1833.33      0.00      0.00    1833.33          2008.54           -97.99
1116  2025-05-15           1833.33      0.00      0.00    1833.33          2011.36           -97.99
1117  2025-05-16           1833.33      0.00      0.00    1833.33          2008.20           -97.99

================================================================================
2. CAPITAL CHAIN: starting_capital vs previous remaining?
================================================================================
  Chain is consistent ✓

================================================================================
3. BOUGHT mismatch: summary.bought vs actual buy actions value
================================================================================
  Mismatches: 63 out of 1118
            date    bought  action_val      diff
0     2021-01-04  67340.70    58331.70   9009.00
35    2021-02-22  17679.50    14981.00   2698.50
125   2021-06-28  13171.00    16751.25  -3580.25
157   2021-08-16  55787.75    48871.75   6916.00
