================================================================================
1. SUMMARY TABLE - Key columns
================================================================================
            date  starting_capital      sold    bought  remaining  portfolio_value  gain_percentage
85    2021-05-03          39783.75  18187.32   5651.80   52319.27         85727.57           -14.27
86    2021-05-04          52319.27      0.00      0.00   52319.27         85189.32           -14.81
87    2021-05-05          52319.27      0.00      0.00   52319.27         85467.32           -14.53
88    2021-05-06          52319.27      0.00      0.00   52319.27         85637.72           -14.36
89    2021-05-07          52319.27      0.00      0.00   52319.27         86069.52           -13.93
90    2021-05-10          52319.27   9581.40  15761.20   46139.47         86488.12           -13.51
91    2021-05-11          46139.47      0.00      0.00   46139.47         86117.12           -13.88
92    2021-05-12          46139.47      0.00      0.00   46139.47         85379.22           -14.62
93    2021-05-13          46139.47      0.00      0.00   46139.47         85379.22           -14.62
94    2021-05-14          46139.47   4331.24      0.00   50470.71         85040.21           -14.96
95    2021-05-17          50470.71  14449.39  14869.20   50050.90         86290.05           -13.71
96    2021-05-18          50050.90      0.00      0.00   50050.90         86667.05           -13.33
97    2021-05-19          50050.90   3631.20      0.00   53682.10         86531.95           -13.47
98    2021-05-20          53682.10      0.00      0.00   53682.10         86592.70           -13.41
99    2021-05-21          53682.10      0.00      0.00   53682.10         86724.10           -13.28
100   2021-05-24          53682.10  19515.50  27686.70   45510.90         87365.30           -12.63
101   2021-05-25          45510.90      0.00      0.00   45510.90         87510.95           -12.49
102   2021-05-26          45510.90      0.00      0.00   45510.90         87135.95           -12.86
103   2021-05-27          45510.90      0.00      0.00   45510.90         87395.00           -12.61
104   2021-05-28          45510.90      0.00      0.00   45510.90         87202.75           -12.80
105   2021-05-31          45510.90   6394.60   7753.60   44151.90         87322.50           -12.68
106   2021-06-01          44151.90      0.00      0.00   44151.90         86681.35           -13.32
107   2021-06-02          44151.90   5037.12      0.00   49189.02         87915.92           -12.08
108   2021-06-03          49189.02      0.00      0.00   49189.02         89006.27           -10.99
109   2021-06-04          49189.02      0.00      0.00   49189.02         89368.62           -10.63
110   2021-06-07          49189.02  26895.40  30613.95   45470.47         89237.62           -10.76
111   2021-06-08          45470.47      0.00      0.00   45470.47         89117.52           -10.88
112   2021-06-09          45470.47   7194.48      0.00   52664.95         88271.75           -11.73
113   2021-06-10          52664.95      0.00      0.00   52664.95         89023.55           -10.98
114   2021-06-11          52664.95      0.00      0.00   52664.95         89097.10           -10.90
115   2021-06-14          52664.95  14563.90  19260.76   47968.09         88655.63           -11.34
116   2021-06-15          47968.09      0.00      0.00   47968.09         89995.40           -10.00
117   2021-06-16          47968.09      0.00      0.00   47968.09         90229.05            -9.77
118   2021-06-17          47968.09      0.00      0.00   47968.09         89704.10           -10.30
119   2021-06-18          47968.09   6893.18      0.00   54861.27         89397.80           -10.60
120   2021-06-21          54861.27  17105.84  21720.50   50246.61         90357.16            -9.64
121   2021-06-22          50246.61      0.00      0.00   50246.61         90918.11            -9.08
122   2021-06-23          50246.61      0.00      0.00   50246.61         90590.96            -9.41
123   2021-06-24          50246.61   2931.76      0.00   53178.37         90383.42            -9.62
124   2021-06-25          53178.37      0.00      0.00   53178.37         90349.97            -9.65
125   2021-06-28          53178.37   9153.50  13171.00   49160.87         90561.22            -9.44
126   2021-06-29          49160.87      0.00      0.00   49160.87         90261.87            -9.74
127   2021-06-30          49160.87      0.00      0.00   49160.87         91767.17            -8.23
128   2021-07-01          49160.87      0.00      0.00   49160.87         93199.87            -6.80
129   2021-07-02          49160.87   3207.68      0.00   52368.55         93254.05            -6.75
130   2021-07-05          52368.55  25247.05  30212.60   47403.00         87943.55           -12.06
131   2021-07-06          47403.00      0.00      0.00   47403.00         87967.25           -12.03
132   2021-07-07          47403.00      0.00      0.00   47403.00         87805.40           -12.19
133   2021-07-08          47403.00   3129.10      0.00   50532.10         87487.70           -12.51
134   2021-07-09          50532.10      0.00      0.00   50532.10         88095.50           -11.90
135   2021-07-12          50532.10   4880.40  12428.80   42983.70         88450.45           -11.55
136   2021-07-13          42983.70   7094.20      0.00   50077.90         88289.00           -11.71
137   2021-07-14          50077.90      0.00      0.00   50077.90         88882.75           -11.12
138   2021-07-15          50077.90      0.00      0.00   50077.90         89316.10           -10.68
139   2021-07-16          50077.90      0.00      0.00   50077.90         89640.90           -10.36
140   2021-07-19          50077.90  13644.90  17599.25   46123.55         89627.25           -10.37
141   2021-07-20          46123.55   3978.96      0.00   50102.51         88958.41           -11.04
142   2021-07-21          50102.51      0.00      0.00   50102.51         88958.41           -11.04
143   2021-07-22          50102.51   3329.70      0.00   53432.21         89647.21           -10.35
144   2021-07-23          53432.21   4406.92      0.00   57839.13         89373.43           -10.63
145   2021-07-26          57839.13  13089.20  26653.00   44275.33         89072.48           -10.93
146   2021-07-27          44275.33   4301.64      0.00   48576.97         89444.37           -10.56
147   2021-07-28          48576.97      0.00      0.00   48576.97         88784.47           -11.22
148   2021-07-29          48576.97      0.00      0.00   48576.97         88964.47           -11.04
149   2021-07-30          48576.97      0.00      0.00   48576.97         89025.12           -10.97
150   2021-08-02          48576.97   3325.50   9144.16   42758.31         88725.25           -11.27
151   2021-08-03          42758.31   8212.00      0.00   50970.31         88822.51           -11.18
152   2021-08-04          50970.31      0.00      0.00   50970.31         88665.71           -11.33
153   2021-08-05          50970.31   3568.62      0.00   54538.93         88137.98           -11.86
154   2021-08-06          54538.93      0.00      0.00   54538.93         88400.43           -11.60
155   2021-08-09          54538.93  15609.90  27473.50   42675.33         87127.83           -12.87
156   2021-08-10          42675.33  25595.16      0.00   68270.49         85007.94           -14.99
157   2021-08-16          68270.49  23317.96  55787.75   35800.70         84030.80           -15.97
158   2021-08-17          35800.70      0.00      0.00   35800.70         77047.50           -22.95
159   2021-08-18          35800.70      0.00      0.00   35800.70         76601.60           -23.40
160   2021-08-19          35800.70      0.00      0.00   35800.70         76601.60           -23.40
161   2021-08-20          35800.70   5334.62      0.00   41135.32         75440.77           -24.56
162   2021-08-23          41135.32   7584.73   5589.70   43130.35         74009.80           -25.99
163   2021-08-24          43130.35  14986.89      0.00   58117.24         73387.39           -26.61
164   2021-08-25          58117.24      0.00      0.00   58117.24         73225.59           -26.77
165   2021-08-26          58117.24   6739.48      0.00   64856.72         72944.62           -27.06
166   2021-08-27          64856.72      0.00      0.00   64856.72         73184.62           -26.82
167   2021-08-30          64856.72   2465.00  23912.55   43409.17         73518.62           -26.48
168   2021-08-31          43409.17      0.00      0.00   43409.17         73196.67           -26.80
169   2021-09-01          43409.17      0.00      0.00   43409.17         73079.02           -26.92
170   2021-09-02          43409.17      0.00      0.00   43409.17         74000.82           -26.00
171   2021-09-03          43409.17      0.00      0.00   43409.17         73902.62           -26.10
172   2021-09-06          43409.17   4443.75  10791.20   37061.72         73799.42           -26.20
173   2021-09-07          37061.72      0.00      0.00   37061.72         73772.52           -26.23
174   2021-09-08          37061.72      0.00      0.00   37061.72         74087.67           -25.91
175   2021-09-09          37061.72      0.00      0.00   37061.72         74471.07           -25.53
176   2021-09-10          37061.72      0.00      0.00   37061.72         74471.07           -25.53
177   2021-09-13          37061.72  14047.10  14864.55   36244.27         70380.92           -29.62
178   2021-09-14          36244.27      0.00      0.00   36244.27         72004.27           -28.00
179   2021-09-15          36244.27      0.00      0.00   36244.27         72019.67           -27.98
180   2021-09-16          36244.27      0.00      0.00   36244.27         71732.17           -28.27
181   2021-09-17          36244.27      0.00      0.00   36244.27         71235.62           -28.76
182   2021-09-20          36244.27  19808.70  14483.15   41569.82         71336.17           -28.66
183   2021-09-21          41569.82      0.00      0.00   41569.82         71428.77           -28.57
184   2021-09-22          41569.82      0.00      0.00   41569.82         71285.17           -28.71
185   2021-09-23          41569.82      0.00      0.00   41569.82         71996.72           -28.00
186   2021-09-24          41569.82      0.00      0.00   41569.82         71888.97           -28.11
187   2021-09-27          41569.82  16094.00  21781.75   35882.07         72453.57           -27.55
188   2021-09-28          35882.07   2869.32      0.00   38751.39         72245.79           -27.75
189   2021-09-29          38751.39      0.00      0.00   38751.39         72711.24           -27.29
190   2021-09-30          38751.39      0.00      0.00   38751.39         72401.44           -27.60
191   2021-10-01          38751.39   4971.00      0.00   43722.39         72250.64           -27.75
192   2021-10-04          43722.39   4413.00  10849.20   37286.19         72679.44           -27.32
193   2021-10-05          37286.19      0.00      0.00   37286.19         73277.39           -26.72
194   2021-10-06          37286.19   2570.49      0.00   39856.68         72581.28           -27.42
195   2021-10-07          39856.68      0.00      0.00   39856.68         72695.03           -27.30
196   2021-10-08          39856.68   3490.41      0.00   43347.09         72742.39           -27.26
197   2021-10-11          43347.09  11886.00  16944.55   38288.54         72641.94           -27.36
198   2021-10-12          38288.54      0.00      0.00   38288.54         72541.44           -27.46
199   2021-10-13          38288.54   3065.37      0.00   41353.91         73345.51           -26.65
200   2021-10-14          41353.91      0.00      0.00   41353.91         73409.21           -26.59
201   2021-10-15          41353.91      0.00      0.00   41353.91         73409.21           -26.59
202   2021-10-18          41353.91  13038.20  16430.50   37961.61         68728.66           -31.27
203   2021-10-19          37961.61  10061.14      0.00   48022.75         67612.80           -32.39
204   2021-10-20          48022.75   2316.00      0.00   50338.75         67050.65           -32.95
205   2021-10-21          50338.75   6014.82      0.00   56353.57         66908.32           -33.09
206   2021-10-22          56353.57   6956.75      0.00   63310.32         66821.52           -33.18
207   2021-10-25          63310.32      0.00  33022.20   30288.12         65282.28           -34.72
208   2021-10-26          30288.12      0.00      0.00   30288.12         66671.18           -33.33
209   2021-10-27          30288.12      0.00      0.00   30288.12         66736.03           -33.26
210   2021-10-28          30288.12      0.00      0.00   30288.12         66354.33           -33.65
211   2021-10-29          30288.12   7823.90      0.00   38112.02         65861.83           -34.14
212   2021-11-01          38112.02   8196.60  18153.20   28155.42         63392.83           -36.61
213   2021-11-02          28155.42      0.00      0.00   28155.42         63307.83           -36.69
214   2021-11-03          28155.42   2849.00      0.00   31004.42         63246.08           -36.75
215   2021-11-04          31004.42   4026.33      0.00   35030.75         63809.46           -36.19
216   2021-11-05          35030.75      0.00      0.00   35030.75         63809.46           -36.19
217   2021-11-08          35030.75  13846.48  20115.30   28761.93         64126.38           -35.87
218   2021-11-09          28761.93      0.00      0.00   28761.93         64932.68           -35.07
219   2021-11-10          28761.93      0.00      0.00   28761.93         65130.23           -34.87
220   2021-11-11          28761.93      0.00      0.00   28761.93         64156.43           -35.84
221   2021-11-12          28761.93      0.00      0.00   28761.93         63534.63           -36.47
222   2021-11-15          28761.93   9838.85   5267.10   33333.68         62768.13           -37.23
223   2021-11-16          33333.68      0.00      0.00   33333.68         62963.23           -37.04
224   2021-11-17          33333.68   2257.04      0.00   35590.72         63361.27           -36.64
225   2021-11-18          35590.72   4818.60      0.00   40409.32         62090.42           -37.91
226   2021-11-19          40409.32      0.00      0.00   40409.32         62090.42           -37.91
227   2021-11-22          40409.32  20618.79  23493.60   37534.51         61033.36           -38.97
228   2021-11-23          37534.51      0.00      0.00   37534.51         59599.21           -40.40
229   2021-11-24          37534.51   2439.40      0.00   39973.91         59555.66           -40.44
230   2021-11-25          39973.91      0.00      0.00   39973.91         59920.81           -40.08
231   2021-11-26          39973.91   5180.10      0.00   45154.01         59499.11           -40.50
232   2021-11-29          45154.01   4493.50  15078.30   34569.21         59270.36           -40.73
233   2021-11-30          34569.21      0.00      0.00   34569.21         59807.96           -40.19
234   2021-12-01          34569.21      0.00      0.00   34569.21         59958.51           -40.04
235   2021-12-02          34569.21      0.00      0.00   34569.21         59959.06           -40.04
236   2021-12-03          34569.21      0.00      0.00   34569.21         60925.66           -39.07
237   2021-12-06          34569.21  16852.75  26873.95   24548.01         58518.41           -41.48
238   2021-12-07          24548.01      0.00      0.00   24548.01         53228.11           -46.77
239   2021-12-08          24548.01      0.00      0.00   24548.01         53350.36           -46.65
240   2021-12-09          24548.01      0.00      0.00   24548.01         53580.81           -46.42
241   2021-12-10          24548.01   6906.24      0.00   31454.25         53281.25           -46.72
242   2021-12-13          31454.25   6143.85  10754.80   26843.30         50886.75           -49.11
243   2021-12-14          26843.30      0.00      0.00   26843.30         51130.05           -48.87
244   2021-12-15          26843.30      0.00      0.00   26843.30         51236.30           -48.76
245   2021-12-16          26843.30   3554.90      0.00   30398.20         51063.95           -48.94
246   2021-12-17          30398.20   1012.91      0.00   31411.11         50766.06           -49.23
247   2021-12-20          31411.11   8808.36   9437.66   30781.81         49866.41           -50.13
248   2021-12-21          30781.81      0.00      0.00   30781.81         50172.67           -49.83
249   2021-12-22          30781.81      0.00      0.00   30781.81         50293.33           -49.71
250   2021-12-23          30781.81      0.00      0.00   30781.81         50544.98           -49.46
251   2021-12-24          30781.81      0.00      0.00   30781.81         50775.05           -49.22
252   2021-12-27          30781.81  11257.00  17051.35   24987.46         51436.05           -48.56
253   2021-12-28          24987.46      0.00      0.00   24987.46         52274.47           -47.73
254   2021-12-29          24987.46      0.00      0.00   24987.46         52629.40           -47.37
255   2021-12-30          24987.46      0.00      0.00   24987.46         52976.43           -47.02
256   2021-12-31          24987.46      0.00      0.00   24987.46         53460.79           -46.54
257   2022-01-03          24987.46  15758.10  14056.40   26689.16         54227.39           -45.77
258   2022-01-04          26689.16      0.00      0.00   26689.16         53962.89           -46.04
259   2022-01-05          26689.16      0.00      0.00   26689.16         54173.64           -45.83
260   2022-01-06          26689.16      0.00      0.00   26689.16         54437.18           -45.56
261   2022-01-07          26689.16   6497.56      0.00   33186.72         54466.45           -45.53
262   2022-01-10          33186.72  16054.84  19805.80   29435.76         53641.51           -46.36
263   2022-01-11          29435.76   3219.00      0.00   32654.76         49800.36           -50.20
264   2022-01-12          32654.76   2318.00      0.00   34972.76         50079.06           -49.92
265   2022-01-13          34972.76      0.00      0.00   34972.76         50486.11           -49.51
266   2022-01-14          34972.76      0.00      0.00   34972.76         50735.01           -49.26
267   2022-01-17          34972.76   8019.90  16103.80   26888.86         51243.31           -48.76
268   2022-01-18          26888.86   2161.32      0.00   29050.18         51093.08           -48.91
269   2022-01-19          29050.18   1498.90      0.00   30549.08         51438.23           -48.56
270   2022-01-20          30549.08      0.00      0.00   30549.08         51338.63           -48.66
271   2022-01-21          30549.08      0.00      0.00   30549.08         50581.38           -49.42
272   2022-01-24          30549.08   1456.70   6045.35   25960.43         49595.38           -50.40
273   2022-01-25          25960.43  11102.47      0.00   37062.90         49227.00           -50.77
274   2022-01-26          37062.90      0.00      0.00   37062.90         49227.00           -50.77
275   2022-01-27          37062.90   1187.70      0.00   38250.60         49284.20           -50.72
276   2022-01-28          38250.60      0.00      0.00   38250.60         49372.05           -50.63
277   2022-01-31          38250.60   4785.00  17422.65   25612.95         45361.75           -54.64
278   2022-02-01          25612.95   2459.12      0.00   28072.07         45665.57           -54.33
279   2022-02-02          28072.07      0.00      0.00   28072.07         45716.57           -54.28
280   2022-02-03          28072.07      0.00      0.00   28072.07         45145.17           -54.85
281   2022-02-04          28072.07   2713.20      0.00   30785.27         45136.32           -54.86
282   2022-02-07          30785.27      0.00   7675.80   23109.47         45140.72           -54.86
283   2022-02-08          23109.47      0.00      0.00   23109.47         44718.32           -55.28
284   2022-02-09          23109.47      0.00      0.00   23109.47         44650.82           -55.35
285   2022-02-10          23109.47   1775.28      0.00   24884.75         44645.70           -55.35
286   2022-02-11          24884.75      0.00      0.00   24884.75         44221.90           -55.78
287   2022-02-14          24884.75  11140.88   3619.60   32406.03         43400.13           -56.60
288   2022-02-15          32406.03   3453.12      0.00   35859.15         43275.00           -56.73
289   2022-02-16          35859.15      0.00      0.00   35859.15         43489.50           -56.51
290   2022-02-17          35859.15      0.00      0.00   35859.15         43189.75           -56.81
291   2022-02-18          35859.15      0.00      0.00   35859.15         43257.55           -56.74
292   2022-02-21          35859.15      0.00  11673.14   24186.01         42802.60           -57.20
293   2022-02-22          24186.01   2956.56      0.00   27142.57         42398.03           -57.60
294   2022-02-23          27142.57      0.00      0.00   27142.57         42520.89           -57.48
295   2022-02-24          27142.57   5595.68      0.00   32738.25         41608.70           -58.39
296   2022-02-25          32738.25      0.00      0.00   32738.25         42353.60           -57.65
297   2022-02-28          32738.25   4612.80  11717.35   25633.70         43260.05           -56.74
298   2022-03-01          25633.70      0.00      0.00   25633.70         43260.05           -56.74
299   2022-03-02          25633.70      0.00      0.00   25633.70         43410.95           -56.59
300   2022-03-03          25633.70      0.00      0.00   25633.70         43618.25           -56.38
301   2022-03-04          25633.70      0.00      0.00   25633.70         44111.70           -55.89
302   2022-03-07          25633.70   8336.50   9036.35   24933.85         42664.25           -57.34
303   2022-03-08          24933.85    819.60      0.00   25753.45         42603.55           -57.40
304   2022-03-09          25753.45      0.00      0.00   25753.45         42883.20           -57.12
305   2022-03-10          25753.45      0.00      0.00   25753.45         42893.00           -57.11
306   2022-03-11          25753.45      0.00      0.00   25753.45         43150.50           -56.85
307   2022-03-14          25753.45   2793.60   6409.10   22137.95         43221.60           -56.78
308   2022-03-15          22137.95   1245.42      0.00   23383.37         43046.82           -56.95
309   2022-03-16          23383.37      0.00      0.00   23383.37         43246.02           -56.75
310   2022-03-17          23383.37      0.00      0.00   23383.37         43469.67           -56.53
311   2022-03-18          23383.37      0.00      0.00   23383.37         43469.67           -56.53
312   2022-03-21          23383.37   7292.32   7203.00   23472.69         43812.79           -56.19
313   2022-03-22          23472.69      0.00      0.00   23472.69         44374.09           -55.63
314   2022-03-23          23472.69      0.00      0.00   23472.69         44277.74           -55.72
315   2022-03-24          23472.69      0.00      0.00   23472.69         44577.34           -55.42
316   2022-03-25          23472.69      0.00      0.00   23472.69         44435.74           -55.56
317   2022-03-28          23472.69   1549.30   3580.35   21441.64         44740.64           -55.26
318   2022-03-29          21441.64      0.00      0.00   21441.64         44743.29           -55.26
319   2022-03-30          21441.64      0.00      0.00   21441.64         44436.64           -55.56
320   2022-03-31          21441.64   4073.44      0.00   25515.08         44615.33           -55.38
321   2022-04-01          25515.08      0.00      0.00   25515.08         45433.03           -54.57
322   2022-04-04          25515.08   9775.60   8281.25   27009.43         45592.83           -54.41
323   2022-04-05          27009.43      0.00      0.00   27009.43         45870.43           -54.13
324   2022-04-06          27009.43      0.00      0.00   27009.43         46136.28           -53.86
325   2022-04-07          27009.43      0.00      0.00   27009.43         45642.88           -54.36
326   2022-04-08          27009.43   1562.05      0.00   28571.48         45747.53           -54.25
327   2022-04-11          28571.48   6202.00  11462.50   23310.98         46109.43           -53.89
328   2022-04-12          23310.98      0.00      0.00   23310.98         45650.98           -54.35
329   2022-04-13          23310.98      0.00      0.00   23310.98         45848.23           -54.15
330   2022-04-14          23310.98      0.00      0.00   23310.98         45848.23           -54.15
331   2022-04-15          23310.98      0.00      0.00   23310.98         45848.23           -54.15
332   2022-04-18          23310.98   6848.20   4248.65   25910.53         46324.23           -53.68
333   2022-04-19          25910.53   1689.44      0.00   27599.97         46005.87           -53.99
334   2022-04-20          27599.97      0.00      0.00   27599.97         46230.17           -53.77
335   2022-04-21          27599.97      0.00      0.00   27599.97         46628.37           -53.37
336   2022-04-22          27599.97   1734.72      0.00   29334.69         46488.94           -53.51
337   2022-04-25          29334.69  13355.18  18293.10   24396.77         45438.52           -54.56
338   2022-04-26          24396.77   1961.26      0.00   26358.03         39585.08           -60.41
339   2022-04-27          26358.03      0.00      0.00   26358.03         39503.33           -60.50
340   2022-04-28          26358.03      0.00      0.00   26358.03         39869.03           -60.13
341   2022-04-29          26358.03      0.00      0.00   26358.03         39980.88           -60.02
342   2022-05-02          26358.03   8147.50  14700.65   19804.88         38280.53           -61.72
343   2022-05-03          19804.88      0.00      0.00   19804.88         36540.53           -63.46
344   2022-05-04          19804.88   3688.99      0.00   23493.87         35764.07           -64.24
345   2022-05-05          23493.87   4673.00      0.00   28166.87         35592.62           -64.41
346   2022-05-06          28166.87   1219.36      0.00   29386.23         35335.43           -64.66
347   2022-05-09          29386.23   9880.00  27436.60   11829.63         35180.03           -64.82
348   2022-05-10          11829.63   2569.40      0.00   14399.03         24889.43           -75.11
349   2022-05-11          14399.03   3018.17      0.00   17417.20         24300.60           -75.70
350   2022-05-12          17417.20      0.00      0.00   17417.20         24110.95           -75.89
351   2022-05-13          17417.20      0.00      0.00   17417.20         24138.35           -75.86
352   2022-05-16          17417.20      0.00   3633.95   13783.25         24283.20           -75.72
353   2022-05-17          13783.25      0.00      0.00   13783.25         24708.60           -75.29
354   2022-05-18          13783.25      0.00      0.00   13783.25         25029.80           -74.97
355   2022-05-19          13783.25      0.00      0.00   13783.25         24742.95           -75.26
356   2022-05-20          13783.25      0.00      0.00   13783.25         24943.15           -75.06
357   2022-05-23          13783.25   4316.30   5239.10   12860.45         23778.75           -76.22
358   2022-05-24          12860.45      0.00      0.00   12860.45         23577.20           -76.42
359   2022-05-25          12860.45    831.40      0.00   13691.85         23162.55           -76.84
360   2022-05-26          13691.85    608.16      0.00   14300.01         23293.91           -76.71
361   2022-05-27          14300.01      0.00      0.00   14300.01         23336.01           -76.66
362   2022-05-30          14300.01   2231.82   5454.65   11077.18         23144.03           -76.86
363   2022-05-31          11077.18      0.00      0.00   11077.18         23264.43           -76.74
364   2022-06-01          11077.18      0.00      0.00   11077.18         23581.93           -76.42
365   2022-06-02          11077.18      0.00      0.00   11077.18         23906.93           -76.09
366   2022-06-03          11077.18      0.00      0.00   11077.18         23769.43           -76.23
367   2022-06-06          11077.18   4172.50   2640.40   12609.28         23832.98           -76.17
368   2022-06-07          12609.28      0.00      0.00   12609.28         23845.63           -76.15
369   2022-06-08          12609.28      0.00      0.00   12609.28         23885.68           -76.11
370   2022-06-09          12609.28      0.00      0.00   12609.28         24005.13           -75.99
371   2022-06-10          12609.28      0.00      0.00   12609.28         24150.23           -75.85
372   2022-06-13          12609.28   5298.64   3409.65   14498.27         23792.57           -76.21
373   2022-06-14          14498.27   3980.51      0.00   18478.78         23678.18           -76.32
374   2022-06-15          18478.78      0.00      0.00   18478.78         23634.58           -76.37
375   2022-06-16          18478.78      0.00      0.00   18478.78         23458.28           -76.54
376   2022-06-17          18478.78    884.19      0.00   19362.97         23502.67           -76.50
377   2022-06-20          19362.97   1297.65   6797.35   13863.27         23014.07           -76.99
378   2022-06-21          13863.27      0.00      0.00   13863.27         21881.17           -78.12
379   2022-06-22          13863.27      0.00      0.00   13863.27         21800.87           -78.20
380   2022-06-23          13863.27      0.00      0.00   13863.27         21932.92           -78.07
381   2022-06-24          13863.27      0.00      0.00   13863.27         22047.22           -77.95
382   2022-06-27          13863.27   6958.96  10657.85   10164.38         22180.73           -77.82
383   2022-06-28          10164.38      0.00      0.00   10164.38         21885.68           -78.11
384   2022-06-29          10164.38      0.00      0.00   10164.38         21884.38           -78.12
385   2022-06-30          10164.38      0.00      0.00   10164.38         21860.83           -78.14
386   2022-07-01          10164.38    498.08      0.00   10662.46         21877.61           -78.12
387   2022-07-04          10662.46   3191.40   4480.40    9373.46         22123.01           -77.88
388   2022-07-05           9373.46      0.00      0.00    9373.46         22135.36           -77.86
389   2022-07-06           9373.46    867.24      0.00   10240.70         22188.00           -77.81
390   2022-07-07          10240.70      0.00      0.00   10240.70         22253.30           -77.75
391   2022-07-08          10240.70      0.00      0.00   10240.70         22159.10           -77.84
392   2022-07-11          10240.70   2603.20   3294.00    9549.90         21535.45           -78.46
393   2022-07-12           9549.90      0.00      0.00    9549.90         20667.95           -79.33
394   2022-07-13           9549.90      0.00      0.00    9549.90         20681.25           -79.32
395   2022-07-14           9549.90      0.00      0.00    9549.90         20611.75           -79.39
396   2022-07-15           9549.90      0.00      0.00    9549.90         20839.50           -79.16
397   2022-07-18           9549.90    719.85   1970.70    8299.05         20368.75           -79.63
398   2022-07-19           8299.05      0.00      0.00    8299.05         20436.70           -79.56
399   2022-07-20           8299.05      0.00      0.00    8299.05         20414.20           -79.59
400   2022-07-21           8299.05      0.00      0.00    8299.05         20537.25           -79.46
401   2022-07-22           8299.05      0.00      0.00    8299.05         20578.05           -79.42
402   2022-07-25           8299.05   8805.25   4993.60   12110.70         20436.00           -79.56
403   2022-07-26          12110.70      0.00      0.00   12110.70         20414.80           -79.59
404   2022-07-27          12110.70   1680.26      0.00   13790.96         20458.31           -79.54
405   2022-07-28          13790.96    693.61      0.00   14484.57         20422.47           -79.58
406   2022-07-29          14484.57      0.00      0.00   14484.57         20501.62           -79.50
407   2022-08-01          14484.57    344.90   4606.30   10223.17         20677.57           -79.32
408   2022-08-02          10223.17    937.88      0.00   11161.05         20703.20           -79.30
409   2022-08-03          11161.05      0.00      0.00   11161.05         20708.20           -79.29
410   2022-08-04          11161.05    518.80      0.00   11679.85         20679.70           -79.32
411   2022-08-05          11679.85      0.00      0.00   11679.85         20625.65           -79.37
412   2022-08-08          11679.85   2587.35   3139.00   11128.20         20900.10           -79.10
413   2022-08-09          11128.20      0.00      0.00   11128.20         20900.10           -79.10
414   2022-08-10          11128.20      0.00      0.00   11128.20         20926.60           -79.07
415   2022-08-11          11128.20      0.00      0.00   11128.20         21156.70           -78.84
416   2022-08-12          11128.20   1761.36      0.00   12889.56         20959.91           -79.04
417   2022-08-15          12889.56   3914.30   3795.30   13008.56         20159.91           -79.84
418   2022-08-16          13008.56      0.00      0.00   13008.56         20361.41           -79.64
419   2022-08-17          13008.56      0.00      0.00   13008.56         20315.91           -79.68
420   2022-08-18          13008.56      0.00      0.00   13008.56         20538.96           -79.46
421   2022-08-19          13008.56      0.00      0.00   13008.56         20427.51           -79.57
422   2022-08-22          13008.56   2006.80   4234.30   10781.06         19377.91           -80.62
423   2022-08-23          10781.06    587.61      0.00   11368.67         19307.92           -80.69
424   2022-08-24          11368.67      0.00      0.00   11368.67         19370.12           -80.63
425   2022-08-25          11368.67   1639.47      0.00   13008.14         19378.29           -80.62
426   2022-08-26          13008.14      0.00      0.00   13008.14         19492.99           -80.51
427   2022-08-29          13008.14   4085.20   7385.20    9708.14         19599.44           -80.40
428   2022-08-30           9708.14      0.00      0.00    9708.14         19830.54           -80.17
429   2022-08-31           9708.14      0.00      0.00    9708.14         19830.54           -80.17
430   2022-09-01           9708.14      0.00      0.00    9708.14         19774.64           -80.23
431   2022-09-02           9708.14      0.00      0.00    9708.14         19721.69           -80.28
432   2022-09-05           9708.14   1799.30      0.00   11507.44         19721.19           -80.28
433   2022-09-06          11507.44   1634.92      0.00   13142.36         19429.66           -80.57
434   2022-09-07          13142.36   1444.80      0.00   14587.16         19360.26           -80.64
435   2022-09-08          14587.16      0.00      0.00   14587.16         19385.26           -80.61
436   2022-09-09          14587.16      0.00      0.00   14587.16         19291.56           -80.71
437   2022-09-12          14587.16    828.00   5959.81    9455.35         19400.89           -80.60
438   2022-09-13           9455.35      0.00      0.00    9455.35         19514.60           -80.49
439   2022-09-14           9455.35    880.96      0.00   10336.31         19655.62           -80.34
440   2022-09-15          10336.31      0.00      0.00   10336.31         19704.46           -80.30
441   2022-09-16          10336.31    764.01      0.00   11100.32         19609.20           -80.39
442   2022-09-19          11100.32   6966.30   7907.85   10158.77         19620.49           -80.38
443   2022-09-20          10158.77      0.00      0.00   10158.77         19786.26           -80.21
444   2022-09-21          10158.77   1781.89      0.00   11940.66         19602.65           -80.40
445   2022-09-22          11940.66      0.00      0.00   11940.66         19642.74           -80.36
446   2022-09-23          11940.66   1430.58      0.00   13371.24         19468.74           -80.53
447   2022-09-26          13371.24   3945.92   6333.10   10984.06         19365.71           -80.63
448   2022-09-27          10984.06    976.08      0.00   11960.14         19394.89           -80.61
449   2022-09-28          11960.14      0.00      0.00   11960.14         19357.24           -80.64
450   2022-09-29          11960.14      0.00      0.00   11960.14         19344.99           -80.66
451   2022-09-30          11960.14      0.00      0.00   11960.14         19687.59           -80.31
452   2022-10-03          11960.14   4595.46   6002.05   10553.55         18372.35           -81.63
453   2022-10-04          10553.55      0.00      0.00   10553.55         17266.80           -82.73
454   2022-10-05          10553.55      0.00      0.00   10553.55         17266.80           -82.73
