======================================================================
  BACKTEST RESULTS REPORT
  Generated: 2026-02-21 14:15:51
======================================================================

[ CONFIGURATION ]
  Config Name       : momentum_config
  Start Date        : 2018-01-01
  End Date          : 2026-02-21
  Daily SL          : True
  Mid-Week Buy      : False
  Initial Capital   :      200,000.00
  Max Positions     : 15
  Risk Threshold    : 1.0
  Buffer Percent    : 0.25
  Exit Threshold    : 40.0
  SL Multiplier     : 2.0
  SL Step Percent   : 0.1
  ATR Fallback Pct   : 0.03

[ PERFORMANCE METRICS ]
  Final Portfolio   :    1,698,199.60
  Total Return      :   +1,498,199.60  (+749.10%)
  CAGR              :     +30.06%
  XIRR              :     +19.80%
  Max Drawdown      :      35.99%
  Sharpe Ratio      :       0.66
  Sortino Ratio     :       2.39
  Calmar Ratio      :       0.84

[ TRADE STATISTICS ]
  Total Trades      : 1567
  Win Rate          :      37.33%
  Profit Factor     :       1.40
  Expectancy/Trade  :    +544.54
  Avg Holding Days  :       25.1
  Winners           : 585
  Losers            : 982
  Avg Win           :       +5,158.79
  Avg Loss          :       -2,188.57
  Best Trade        : MIDWEST +231,315.70
  Worst Trade       : MODINSU -18,094.40

[ TRANSACTION COSTS ]
  Total Buy Value   :   39,241,195.68
  Total Sell Value  :   40,109,913.03
  Total Turnover    :   79,351,108.71
  ---
  Buy Side Costs    :       46,810.28
  Sell Side Costs   :       62,201.13
  Total Costs       :      109,011.41
  ---
  Brokerage         :            0.00
  STT               :       79,351.19
  GST               :          506.99
  Stamp Duty        :        5,886.19
  Cost as % Return  :       7.28%

[ CAPITAL GAINS TAX ]
  STCG Trades       : 585
  STCG Gains        :    3,017,893.48
  STCG Tax (20%)    :      603,578.68
  ---
  LTCG Trades       : 0
  LTCG Gains        :            0.00
  LTCG Tax (12.5%)  :            0.00
  ---
  Total Tax         :      603,578.68
  Total Costs+Tax   :      712,590.09
  Net Post-Tax Ret  :     +785,609.51

[ TRADE LOG ]
  Symbol                      Entry         Exit    Entry ₹     Exit ₹  Units          PnL Reason
  SHARDACROP             2022-02-07   2022-02-10     660.10     574.01     26    -2,238.34 hard stoploss hit on 2022-02-10 (low=562.95)
  POWERINDIA             2022-01-31   2022-02-11   3,286.40   2,863.83      5    -2,112.85 hard stoploss hit on 2022-02-11 (low=2812.00)
  SOUTHWEST-BE           2022-02-14   2022-02-14     228.00     201.88     87    -2,272.44 hard stoploss hit on 2022-02-14 (low=198.70)
  INGERRAND              2022-01-31   2022-02-14   1,426.35   1,261.85     14    -2,303.00 hard stoploss hit on 2022-02-14 (low=1250.00)
  GOKEX                  2022-01-31   2022-02-14     408.00     348.83     37    -2,189.29 hard stoploss hit on 2022-02-14 (low=345.05)
  KABRAEXTRU             2022-01-03   2022-02-14     471.00     448.13     16      -365.92 hard stoploss hit on 2022-02-14 (low=440.00)
  RAYMOND                2022-01-31   2022-02-15     474.10     420.50     35    -1,876.00 close-based stoploss sell at open on 2022-02-15
  FREDUN                 2022-01-31   2022-02-17   1,045.00     887.28     13    -2,050.36 hard stoploss hit on 2022-02-17 (low=885.40)
  DBREALTY               2022-01-31   2022-02-18      82.50     107.80    222    +5,616.60 close-based stoploss sell at open on 2022-02-18
  KOTHARIPET             2022-01-24   2022-02-18     102.65      84.55    119    -2,153.90 hard stoploss hit on 2022-02-18 (low=83.60)
  INFOBEAN               2022-01-31   2022-02-21     600.00     501.33     21    -2,072.07 hard stoploss hit on 2022-02-21 (low=491.00)
  AGI                    2022-01-24   2022-02-22     321.00     284.46     54    -1,973.16 hard stoploss hit on 2022-02-22 (low=280.10)
  RHIM                   2022-02-21   2022-02-23     546.00     495.00     31    -1,581.00 close-based stoploss sell at open on 2022-02-23
  VISHNU                 2022-02-21   2022-02-23     276.20     242.07     62    -2,116.06 hard stoploss hit on 2022-02-23 (low=241.20)
  INNOVANA               2022-02-14   2022-02-24     209.10     192.25    123    -2,072.55 close-based stoploss sell at open on 2022-02-24
  NDTV                   2022-02-21   2022-02-24     134.86     110.54     79    -1,921.28 hard stoploss hit on 2022-02-24 (low=107.16)
  CONSOFINVT             2022-02-21   2022-02-24     200.00     168.28     62    -1,966.64 hard stoploss hit on 2022-02-24 (low=165.00)
  RELINFRA-BE            2022-02-14   2022-02-25     120.60     104.00    103    -1,709.80 close-based stoploss sell at open on 2022-02-25
  E2E                    2021-12-27   2022-02-25      78.25     115.00    177    +6,504.75 close-based stoploss sell at open on 2022-02-25
  CIANAGRO               2022-01-31   2022-03-04      77.95      65.00    194    -2,512.30 close-based stoploss sell at open on 2022-03-04
  ARYAMAN                2022-02-28   2022-03-10      70.00      56.70    102    -1,356.60 close-based stoploss sell at open on 2022-03-10
  TECHNVISN              2022-02-28   2022-03-21     301.35     261.83     49    -1,936.48 hard stoploss hit on 2022-03-21 (low=260.00)
  CWD                    2022-02-28   2022-03-28      76.40     127.45    213   +10,873.65 score degraded to 0.0
  CREST                  2022-02-28   2022-03-28     175.60     169.30     70      -441.00 swap: score 67.7 → SHOPERSTOP (91.0)
  BUTTERFLY              2022-02-28   2022-03-28   1,388.00   1,395.00      9       +63.00 swap: score 72.4 → NDTV (90.7)
  EXCELINDUS             2022-02-21   2022-03-29   1,209.00   1,390.71     14    +2,543.94 hard stoploss hit on 2022-03-29 (low=1390.00)
  HINDALCO               2022-03-07   2022-04-01     586.75     569.90     36      -606.60 close-based stoploss sell at open on 2022-04-01
  NDTV                   2022-03-28   2022-04-13     190.11     167.48     66    -1,493.58 close-based stoploss sell at open on 2022-04-13
  SRHHYPOLTD             2022-02-28   2022-04-18     390.00     458.00     24    +1,632.00 swap: score 53.5 → ADANIGREEN (88.6)
  INFOBEAN               2022-03-14   2022-04-18     698.00     790.40     16    +1,478.40 swap: score 61.0 → CANTABIL (87.2)
  VADILALIND             2022-02-28   2022-04-18   1,220.10   1,404.00     13    +2,390.70 swap: score 66.3 → GAEL (86.4)
  JAGSNPHARM             2022-02-28   2022-04-18      95.95     120.00    129    +3,102.45 hard stoploss hit on 2022-04-18 (low=120.00)
  TATAELXSI              2022-04-04   2022-04-18   8,988.00   7,894.62      1    -1,093.38 hard stoploss hit on 2022-04-18 (low=7789.80)
  GMDCLTD                2022-02-21   2022-04-19     137.50     196.60     85    +5,023.50 close-based stoploss sell at open on 2022-04-19
  KRISHANA               2022-03-28   2022-04-19     148.95     148.82     84       -10.92 hard stoploss hit on 2022-04-19 (low=147.80)
  GENESYS                2022-02-28   2022-04-25     514.00     567.30     30    +1,599.00 swap: score 59.4 → E2E (88.7)
  XPROINDIA              2022-03-28   2022-04-25     970.95     906.65     15      -964.50 swap: score 62.1 → SOLEX (87.3)
  JYOTIRES               2022-02-14   2022-04-25     466.30     717.65     27    +6,786.45 swap: score 62.8 → GENUSPOWER (87.2)
  SWELECTES              2022-02-21   2022-04-25     309.00     427.50     46    +5,451.00 swap: score 69.6 → DSSL (87.2)
  SIYSIL                 2022-04-18   2022-04-25     660.00     572.20     23    -2,019.40 hard stoploss hit on 2022-04-25 (low=570.05)
  SUNFLAG                2022-04-25   2022-04-26     136.85     118.82    130    -2,343.90 hard stoploss hit on 2022-04-26 (low=116.35)
  UTTAMSUGAR             2022-04-25   2022-04-26     319.60     271.77     47    -2,248.01 hard stoploss hit on 2022-04-26 (low=253.30)
  E2E                    2022-04-25   2022-04-26     164.00     146.37    143    -2,521.09 hard stoploss hit on 2022-04-26 (low=144.50)
  GNFC                   2022-02-21   2022-05-02     484.70     749.55     34    +9,004.90 swap: score 67.6 → PANACHE (88.1)
  DSSL                   2022-04-25   2022-05-05     327.70     296.40     44    -1,377.20 close-based stoploss sell at open on 2022-05-05
  SOLEX                  2022-04-25   2022-05-05     123.20     143.05    152    +3,017.20 close-based stoploss sell at open on 2022-05-05
  PANACHE                2022-05-02   2022-05-06      88.00      73.70    199    -2,845.70 close-based stoploss sell at open on 2022-05-06
  HEXATRADEX             2022-05-02   2022-05-06     211.50     184.13     86    -2,353.82 hard stoploss hit on 2022-05-06 (low=181.50)
  GAEL                   2022-04-18   2022-05-09     158.75     154.00    100      -475.00 stoploss hit
  CANTABIL               2022-04-18   2022-05-09     240.00     211.47     70    -1,997.10 hard stoploss hit on 2022-05-09 (low=211.40)
  BDL                    2022-04-25   2022-05-09     395.00     329.90     34    -2,213.40 hard stoploss hit on 2022-05-09 (low=327.20)
  GENUSPOWER             2022-04-25   2022-05-09     101.80      87.54    141    -2,010.66 hard stoploss hit on 2022-05-09 (low=86.10)
  GUJALKALI              2022-04-04   2022-05-10     933.40     862.10     18    -1,283.40 close-based stoploss sell at open on 2022-05-10
  ADANIGREEN             2022-04-18   2022-05-10   2,850.00   2,486.03      5    -1,819.85 hard stoploss hit on 2022-05-10 (low=2461.05)
  TGVSL                  2022-05-02   2022-05-11      97.80      83.10    203    -2,984.10 close-based stoploss sell at open on 2022-05-11
  BETA                   2022-05-02   2022-05-11     904.75     786.97     20    -2,355.60 hard stoploss hit on 2022-05-11 (low=786.70)
  SHOPERSTOP             2022-03-28   2022-05-11     445.05     431.78     32      -424.64 hard stoploss hit on 2022-05-11 (low=426.10)
  MRPL                   2022-05-09   2022-05-13      78.00      69.45    176    -1,504.80 close-based stoploss sell at open on 2022-05-13
  CWD                    2022-05-16   2022-05-25     224.00     241.40     86    +1,496.40 close-based stoploss sell at open on 2022-05-25
  CHENNPETRO             2022-04-25   2022-05-25     239.50     298.02     68    +3,979.36 hard stoploss hit on 2022-05-25 (low=294.10)
  MRPL                   2022-05-16   2022-05-26      68.90      78.50    153    +1,468.80 close-based stoploss sell at open on 2022-05-26
  TEXINFRA               2022-05-16   2022-05-27      73.80      63.95    165    -1,625.25 close-based stoploss sell at open on 2022-05-27
  PASHUPATI              2022-05-16   2022-06-06     126.50     110.00     66    -1,089.00 score degraded to 0.0
  NITTAGELA              2022-05-16   2022-06-06     345.00     342.80     40       -88.00 swap: score 52.5 → ICEMAKE (93.4)
  VIRAT                  2022-05-09   2022-06-08     195.00     196.05     77       +80.85 close-based stoploss sell at open on 2022-06-08
  BETA                   2022-05-16   2022-06-13     758.55     795.45     13      +479.70 swap: score 57.2 → STERTOOLS (91.8)
  MBAPL                  2022-05-16   2022-06-13     145.45     151.92    122      +789.34 hard stoploss hit on 2022-06-13 (low=150.80)
  GOKEX                  2022-05-16   2022-06-13     420.50     386.87     25      -840.75 hard stoploss hit on 2022-06-13 (low=382.55)
  RAYMOND                2022-06-06   2022-06-14     658.60     545.40     19    -2,150.80 close-based stoploss sell at open on 2022-06-14
  ICEMAKE                2022-06-06   2022-06-14     138.00     118.90    110    -2,101.00 hard stoploss hit on 2022-06-14 (low=118.00)
  SHARDACROP             2022-05-30   2022-06-15     752.00     658.60     18    -1,681.20 close-based stoploss sell at open on 2022-06-15
  OIL                    2022-06-13   2022-06-15     198.35     181.25     90    -1,539.00 close-based stoploss sell at open on 2022-06-15
  ASHOKLEY               2022-05-30   2022-06-17      68.40      62.50    324    -1,911.60 close-based stoploss sell at open on 2022-06-17
  VADILALIND             2022-05-09   2022-06-17   1,675.00   1,900.00      9    +2,025.00 close-based stoploss sell at open on 2022-06-17
  COROMANDEL             2022-05-16   2022-06-20     887.70     928.00     26    +1,047.80 swap: score 72.6 → MPSLTD (93.3)
  PRAVEG                 2022-05-30   2022-06-20     159.10     163.95     86      +417.10 swap: score 73.9 → INDOKEM (93.1)
  DSSL                   2022-06-20   2022-06-20     410.80     337.07     26    -1,916.98 hard stoploss hit on 2022-06-20 (low=325.40)
  JKIL                   2022-05-09   2022-06-20     229.70     252.90     75    +1,740.00 hard stoploss hit on 2022-06-20 (low=245.10)
  HAL                    2022-05-30   2022-06-20     909.00     857.66     25    -1,283.50 hard stoploss hit on 2022-06-20 (low=850.00)
  BLS                    2022-06-20   2022-06-23     106.10      97.00    168    -1,528.80 close-based stoploss sell at open on 2022-06-23
  KPIGREEN               2022-06-20   2022-06-27      83.00      69.41    144    -1,956.96 hard stoploss hit on 2022-06-27 (low=69.15)
  ELPROINTL              2022-06-20   2022-07-04      64.95      62.60    190      -446.50 score degraded to 0.0
  APCOTEXIND             2022-05-02   2022-07-04     584.95     597.95     29      +377.00 swap: score 68.1 → ASAHIINDIA (93.9)
  MRPL                   2022-06-20   2022-07-04      91.50      79.65     82      -971.70 swap: score 69.3 → M&M (93.8)
  SVLL                   2022-05-09   2022-07-11      75.35      88.00    916   +11,587.40 score degraded to 0.0
  STERTOOLS              2022-06-13   2022-07-19     211.50     253.00     62    +2,573.00 close-based stoploss sell at open on 2022-07-19
  INDOKEM                2022-06-20   2022-07-25      57.25      66.25    181    +1,629.00 swap: score 55.0 → EPIGRAL (85.9)
  MPSLTD                 2022-06-20   2022-08-01     627.05     657.00     28      +838.60 stoploss hit
  VADILALIND             2022-06-27   2022-08-01   1,975.00   2,165.00      7    +1,330.00 swap: score 65.3 → ASTRAMICRO (87.1)
  ASAHIINDIA             2022-07-04   2022-08-01     545.00     599.90     28    +1,537.20 swap: score 65.7 → 20MICRONS (86.4)
  APARINDS               2022-06-20   2022-08-01     950.15   1,136.00     15    +2,787.75 swap: score 65.8 → DLINKINDIA (85.2)
  MARATHON               2022-06-20   2022-08-01     189.45     222.40     63    +2,075.85 swap: score 67.6 → PRADPME (85.2)
  SILVERTUC              2022-07-11   2022-08-05     359.05     318.75     40    -1,612.00 close-based stoploss sell at open on 2022-08-05
  M&M                    2022-07-04   2022-08-08   1,101.00   1,245.00     24    +3,456.00 swap: score 57.2 → WSTCSTPAPR (86.1)
  MONTECARLO             2022-07-04   2022-08-08     710.15     705.30     20       -97.00 swap: score 57.5 → TNPL (86.0)
  BLS                    2022-06-27   2022-08-11      98.00     118.40    168    +3,427.20 close-based stoploss sell at open on 2022-08-11
  FIEMIND                2022-06-27   2022-08-15     619.00     783.30     25    +4,107.50 stoploss hit
  EPIGRAL                2022-07-25   2022-08-15   1,541.00   1,427.90     11    -1,244.10 swap: score 54.2 → FINEORG (88.0)
  PRECAM                 2022-07-25   2022-08-15     136.00     123.00    127    -1,651.00 swap: score 65.2 → AGARIND (88.0)
  ELECON                 2022-06-27   2022-08-15     136.70     173.00     86    +3,121.80 swap: score 70.0 → HAL (87.8)
  VOLTAMP                2022-06-20   2022-08-16   2,480.00   3,104.91      7    +4,374.37 hard stoploss hit on 2022-08-16 (low=2752.10)
  SRHHYPOLTD             2022-08-01   2022-08-17     658.50     676.16     26      +459.16 hard stoploss hit on 2022-08-17 (low=666.60)
  PRADPME                2022-08-01   2022-08-17     118.50     103.44    155    -2,334.30 hard stoploss hit on 2022-08-17 (low=102.00)
  ADANIPOWER             2022-08-22   2022-08-25      84.05      75.73    327    -2,720.64 hard stoploss hit on 2022-08-25 (low=74.20)
  DLINKINDIA             2022-08-01   2022-08-29     166.05     166.00    112        -5.60 swap: score 70.4 → INDOAMIN (88.2)
  TVSMOTOR               2022-07-04   2022-09-05     840.00   1,025.85     32    +5,947.20 swap: score 62.4 → KINGFA (88.3)
  FINEORG                2022-08-15   2022-09-12   6,519.20   6,579.00      3      +179.40 swap: score 62.4 → SAPL (88.0)
  JKPAPER                2022-08-08   2022-09-12     383.30     422.90     60    +2,376.00 swap: score 68.4 → ANANTRAJ (87.0)
  20MICRONS              2022-08-01   2022-09-12      90.95     103.60    193    +2,441.45 swap: score 68.6 → GLOBAL-BE (86.3)
  GLOBAL-BE              2022-09-12   2022-09-13     106.14      92.25    184    -2,555.76 hard stoploss hit on 2022-09-13 (low=55.02)
  TNPL                   2022-08-08   2022-09-16     249.70     233.87     96    -1,519.68 hard stoploss hit on 2022-09-16 (low=214.90)
  INDOAMIN               2022-08-29   2022-09-19     142.00     136.50     83      -456.50 swap: score 60.0 → TANFACIND (85.6)
  BHARATWIRE             2022-08-15   2022-09-19      82.60     110.18    178    +4,909.24 hard stoploss hit on 2022-09-19 (low=110.10)
  WSTCSTPAPR             2022-08-08   2022-09-19     498.00     542.55     46    +2,049.30 hard stoploss hit on 2022-09-19 (low=538.70)
  ANANTRAJ               2022-09-12   2022-09-22      95.95      85.25    184    -1,968.80 close-based stoploss sell at open on 2022-09-22
  KINGFA                 2022-09-05   2022-09-22   1,300.00   1,102.10     11    -2,176.90 close-based stoploss sell at open on 2022-09-22
  ASTRAMICRO             2022-08-01   2022-09-23     285.00     314.12     71    +2,067.52 hard stoploss hit on 2022-09-23 (low=307.95)
  AGARIND                2022-08-15   2022-09-26     617.50     587.00     29      -884.50 stoploss hit
  KINETICENG             2022-08-22   2022-09-26     117.00     118.00    110      +110.00 swap: score 61.4 → JKLAKSHMI (87.3)
  ICEMAKE                2022-08-15   2022-09-26     181.40     230.00     96    +4,665.60 swap: score 69.1 → DEEPINDS (87.3)
  MENONBE                2022-09-19   2022-09-26     113.95      99.43    174    -2,526.48 hard stoploss hit on 2022-09-26 (low=98.00)
  PREMEXPLN              2022-08-29   2022-09-27      99.80      88.00    203    -2,395.40 close-based stoploss sell at open on 2022-09-27
  TANFACIND              2022-09-19   2022-09-27     874.00     732.20     17    -2,410.60 close-based stoploss sell at open on 2022-09-27
  HAL                    2022-08-15   2022-09-28   1,132.40   1,130.00     28       -67.20 close-based stoploss sell at open on 2022-09-28
  AMBUJACEM              2022-09-26   2022-10-03     537.00     473.40     42    -2,671.20 hard stoploss hit on 2022-10-03 (low=471.05)
  TSFINV                 2022-10-03   2022-10-12     103.50      93.90    186    -1,785.60 close-based stoploss sell at open on 2022-10-12
  POWERMECH              2022-08-22   2022-10-12     644.50     933.00     40   +11,540.00 close-based stoploss sell at open on 2022-10-12
  INDIACEM               2022-09-26   2022-10-12     249.00     235.65     76    -1,014.60 hard stoploss hit on 2022-10-12 (low=233.25)
  PERMAGN                2022-09-19   2022-10-17     522.10     542.00     37      +736.30 swap: score 71.5 → RITES (94.9)
  JKLAKSHMI              2022-09-26   2022-10-17     570.00     538.35     30      -949.50 swap: score 72.1 → ATULAUTO (94.8)
  JAICORPLTD             2022-09-26   2022-10-21     195.20     180.80     90    -1,296.00 hard stoploss hit on 2022-10-21 (low=176.05)
  SCHNEIDER              2022-10-03   2022-10-24     183.85     172.70    104    -1,159.60 stoploss hit
  BENARAS                2022-09-26   2022-10-31   2,600.20   2,740.05      6      +839.10 swap: score 71.3 → DLINKINDIA (92.7)
  SVRL                   2022-10-17   2022-11-03     124.00     117.30    194    -1,299.80 close-based stoploss sell at open on 2022-11-03
  DEEPINDS               2022-09-26   2022-11-09     127.55     134.91    158    +1,162.88 hard stoploss hit on 2022-11-09 (low=134.20)
  KALYANKJIL             2022-10-03   2022-11-14      96.90     103.60    207    +1,386.90 swap: score 66.2 → BANKINDIA (90.6)
  KUANTUM                2022-10-17   2022-11-21     150.78     148.00    111      -308.58 swap: score 68.9 → PERMAGN (91.6)
  INDOKEM                2022-09-26   2022-11-21      82.80      98.30    169    +2,619.50 swap: score 70.8 → HONDAPOWER (90.1)
  ANANTRAJ               2022-10-24   2022-11-21     107.65     102.57    164      -833.12 hard stoploss hit on 2022-11-21 (low=100.45)
  RITES                  2022-10-17   2022-11-28     193.60     194.55    115      +109.25 swap: score 62.4 → HNDFDS (91.2)
  FRONTSP                2022-09-26   2022-11-28     391.00     504.85     46    +5,237.10 swap: score 64.9 → SKIPPER (91.0)
  DLINKINDIA             2022-10-31   2022-12-12     267.10     256.00     71      -788.10 swap: score 69.5 → RICOAUTO (91.4)
  ELECON                 2022-11-14   2022-12-12     223.70     203.12    107    -2,202.06 hard stoploss hit on 2022-12-12 (low=202.80)
  ATULAUTO               2022-10-17   2022-12-13     279.50     285.30     76      +440.80 close-based stoploss sell at open on 2022-12-13
  GRSE                   2022-10-17   2022-12-19     464.00     485.40     35      +749.00 stoploss hit
  PERMAGN                2022-11-21   2022-12-19     710.30     628.30     24    -1,968.00 stoploss hit
  COCHINSHIP             2022-10-03   2022-12-19     219.50     307.75    122   +10,766.50 swap: score 67.9 → JSL (88.5)
  HONDAPOWER             2022-11-21   2022-12-20   2,314.00   2,288.06      9      -233.46 hard stoploss hit on 2022-12-20 (low=2286.30)
  HNDFDS                 2022-11-28   2022-12-21     688.80     631.75     31    -1,768.55 hard stoploss hit on 2022-12-21 (low=628.15)
  NFL                    2022-12-19   2022-12-22      79.00      71.55    316    -2,354.20 close-based stoploss sell at open on 2022-12-22
  BANKINDIA              2022-11-14   2022-12-22      71.51      80.49    351    +3,151.98 hard stoploss hit on 2022-12-22 (low=78.31)
  BLS                    2022-10-24   2022-12-22     167.10     175.46    129    +1,078.44 hard stoploss hit on 2022-12-22 (low=175.00)
  JTEKTINDIA             2022-11-28   2022-12-22     141.07     132.50    175    -1,499.75 hard stoploss hit on 2022-12-22 (low=130.41)
  MAZDOCK                2022-10-10   2022-12-22     315.00     402.36     61    +5,328.96 hard stoploss hit on 2022-12-22 (low=392.50)
  FACT                   2022-12-19   2022-12-23     278.70     241.57     74    -2,747.62 hard stoploss hit on 2022-12-23 (low=240.90)
  INTEGRAEN              2022-12-19   2022-12-23      99.50      87.14    227    -2,805.72 hard stoploss hit on 2022-12-23 (low=83.25)
  RICOAUTO               2022-12-12   2022-12-23      81.00      72.14    260    -2,303.60 hard stoploss hit on 2022-12-23 (low=68.95)
  KTKBANK                2022-11-07   2022-12-23     136.15     131.69    163      -726.98 hard stoploss hit on 2022-12-23 (low=124.72)
  SAPL                   2022-09-12   2023-01-02     605.05     760.00     45    +6,972.75 swap: score 75.3 → USHAMART (95.2)
  FACT                   2022-12-26   2023-01-16     249.00     321.85     50    +3,642.50 stoploss hit
  ARYAMAN                2022-12-26   2023-01-16      87.05      86.00     96      -100.80 swap: score 56.8 → JAGAJITIND (94.1)
  SKIPPER                2022-11-28   2023-01-16      89.35     118.40    250    +7,262.50 swap: score 70.2 → SALZERELEC (93.6)
  KRISHANA               2022-12-26   2023-01-16     209.00     217.45    102      +861.90 swap: score 74.4 → LOTUSCHO (93.4)
  GRAVITA                2022-12-19   2023-01-23     425.95     461.80     52    +1,864.20 swap: score 65.2 → NATIONSTD (93.1)
  KALYANKJIL             2022-12-26   2023-01-23     108.00     119.90    164    +1,951.60 swap: score 70.3 → KAMATHOTEL (91.3)
  JAGAJITIND             2023-01-16   2023-01-23     115.95     101.61    208    -2,982.72 hard stoploss hit on 2023-01-23 (low=101.00)
  USHAMART               2023-01-02   2023-01-27     176.00     174.89    127      -140.97 hard stoploss hit on 2023-01-27 (low=173.45)
  GICHSGFIN              2022-12-26   2023-01-27     169.80     192.24     93    +2,086.92 hard stoploss hit on 2023-01-27 (low=188.65)
  NFL                    2022-12-26   2023-01-27      59.00      64.01    213    +1,067.13 hard stoploss hit on 2023-01-27 (low=63.05)
  VADILENT               2022-12-26   2023-01-30   3,127.25   3,625.00      6    +2,986.50 stoploss hit
  GICRE                  2022-12-26   2023-01-30     152.80     168.60     91    +1,437.80 swap: score 67.2 → CPML (90.5)
  NIACL                  2022-12-26   2023-01-30     108.45     115.90    130      +968.50 swap: score 67.5 → VLSFINANCE (90.0)
  SHRIPISTON             2022-12-26   2023-01-31     540.00     599.00     35    +2,065.00 close-based stoploss sell at open on 2023-01-31
  DSSL                   2023-01-30   2023-02-01     549.00     465.35     44    -3,680.60 close-based stoploss sell at open on 2023-02-01
  PNBHOUSING             2022-12-26   2023-02-01     392.10     420.28     45    +1,268.10 hard stoploss hit on 2023-02-01 (low=419.30)
  NATIONSTD              2023-01-23   2023-02-03   6,501.00   5,320.70      2    -2,360.60 hard stoploss hit on 2023-02-03 (low=5245.00)
  SALZERELEC             2023-01-16   2023-02-13     312.90     300.00     70      -903.00 swap: score 72.6 → SAPL (94.7)
  LOTUSCHO               2023-01-16   2023-02-15     209.90     354.20    162   +23,376.60 close-based stoploss sell at open on 2023-02-15
  PERMAGN                2023-02-06   2023-02-16     849.00     751.05     29    -2,840.55 close-based stoploss sell at open on 2023-02-16
  VLSFINANCE             2023-01-30   2023-02-16     183.35     169.20    175    -2,476.25 hard stoploss hit on 2023-02-16 (low=167.75)
  KAMATHOTEL             2023-01-23   2023-02-17     134.80     118.26    184    -3,043.36 hard stoploss hit on 2023-02-17 (low=118.00)
  DATAPATTNS             2023-02-06   2023-02-21   1,485.45   1,290.65     15    -2,922.00 hard stoploss hit on 2023-02-21 (low=1260.00)
  AUTOAXLES              2023-02-06   2023-02-27   2,600.00   2,370.00     10    -2,300.00 stoploss hit
  MBAPL                  2023-01-30   2023-02-27     332.45     297.92     96    -3,314.88 hard stoploss hit on 2023-02-27 (low=295.40)
  GRAVITA                2023-01-30   2023-02-28     493.40     467.10     53    -1,393.90 close-based stoploss sell at open on 2023-02-28
  CLSEL                  2023-02-20   2023-02-28     169.30     150.30    144    -2,736.00 close-based stoploss sell at open on 2023-02-28
  PRAVEG                 2023-01-16   2023-03-03     327.15     450.00     54    +6,633.90 close-based stoploss sell at open on 2023-03-03
  KRISHANA               2023-03-06   2023-03-13     272.30     256.70    160    -2,496.00 stoploss hit
  SUNFLAG                2023-01-30   2023-03-13     130.00     143.25    167    +2,212.75 swap: score 70.2 → ADCINDIA (92.2)
  PERSISTENT             2023-01-30   2023-03-14   2,295.00   2,312.50     16      +280.00 close-based stoploss sell at open on 2023-03-14
  CPML                   2023-01-30   2023-03-14      87.20      93.99    331    +2,247.49 close-based stoploss sell at open on 2023-03-14
  TDPOWERSYS             2023-03-13   2023-03-14     162.95     141.73    147    -3,119.34 hard stoploss hit on 2023-03-14 (low=138.65)
  PENIND                 2023-02-20   2023-03-14      77.00      69.56    349    -2,596.56 hard stoploss hit on 2023-03-14 (low=69.50)
  JINDALSAW              2023-02-06   2023-03-15      65.20      80.50    373    +5,706.90 close-based stoploss sell at open on 2023-03-15
  WPIL                   2023-02-20   2023-03-15     160.50     207.30    145    +6,786.00 close-based stoploss sell at open on 2023-03-15
  NUCLEUS                2023-02-27   2023-03-15     615.00     550.00     36    -2,340.00 close-based stoploss sell at open on 2023-03-15
  TRITURBINE             2023-03-06   2023-03-16     326.85     296.66     68    -2,052.92 hard stoploss hit on 2023-03-16 (low=295.20)
  WONDERLA               2023-02-20   2023-03-20     430.05     395.71     68    -2,335.12 hard stoploss hit on 2023-03-20 (low=393.00)
  GAIL                   2023-03-20   2023-03-27      97.79      90.88    492    -3,399.72 stoploss hit
  JSL                    2022-12-19   2023-03-28     217.15     276.54    122    +7,245.58 hard stoploss hit on 2023-03-28 (low=270.50)
  CIGNITITEC             2023-03-20   2023-03-29     770.05     590.00     45    -8,102.25 close-based stoploss sell at open on 2023-03-29
  SONATSOFTW             2023-03-06   2023-03-31     400.75     378.05     80    -1,816.00 close-based stoploss sell at open on 2023-03-31
  SAPL                   2023-02-13   2023-03-31     990.00     886.29     31    -3,215.01 hard stoploss hit on 2023-03-31 (low=882.00)
  SOLEX                  2023-04-03   2023-04-06     340.00     298.45     95    -3,947.25 close-based stoploss sell at open on 2023-04-06
  ASIANENE               2023-03-27   2023-04-12     100.30      96.55    203      -761.25 close-based stoploss sell at open on 2023-04-12
  APOLLOPIPE             2023-03-20   2023-04-17     564.20     586.95     67    +1,524.25 swap: score 55.7 → MINDACORP (90.5)
  VADILENT               2023-03-20   2023-04-17   3,620.05   3,610.00      6       -60.30 swap: score 68.5 → ICEMAKE (90.4)
  VRLLOG                 2023-03-20   2023-04-17     316.00     317.10    120      +132.00 swap: score 70.9 → UNICHEMLAB (90.1)
  NITTAGELA              2023-03-27   2023-04-21     873.00     809.41     31    -1,971.29 hard stoploss hit on 2023-04-21 (low=797.20)
  SCHAND                 2023-03-20   2023-04-24     225.00     214.50    106    -1,113.00 swap: score 66.4 → TITAGARH (87.8)
  ZENTEC                 2023-02-27   2023-04-25     266.00     296.55     94    +2,871.70 close-based stoploss sell at open on 2023-04-25
  KIRLOSIND              2023-03-06   2023-04-28   2,230.00   2,564.90     14    +4,688.60 close-based stoploss sell at open on 2023-04-28
